"SummonerName","KDA","AvgKills","AvgDeaths","AvgAssists","TOP_played","JUNGLE_played","MID_played","ADC_played","SUPPORT_played","WinRate","VisionWards","WardsKilled","WardsPlaced","TowersKilled","InhibitorKills","DragonsKilled","RiftHeraldKilled","BaronKilled","KillContribution","TotalDamageDealtToChampions","TotalDamageTaken","TotalHeal","CCDuration","GoldEarned","AvgGameLength","topPlayedLength","midPlayedLength","junglePlayedLength","adcPlayedLength","supportPlayedLength","D_ADC","DT_ADC","CS_zeroToTen_ADC","CS_ADC","H_ADC","D_MID","DT_MID","CS_zeroToTen_MID","CS_MID","H_MID","D_TOP","DT_TOP","CS_zeroToTen_TOP","CS_TOP","H_TOP","D_JG","DT_JG","CS_zeroToTen_JG","CS_JG","H_JG","D_SUP","DT_SUP","CS_zeroToTen_SUP","CS_SUP","H_SUP"
"reinvent",1.97,5.80,6.80,7.60,0,1,1,7,1,40,6, 27, 97, 5, 5, 11,1,5,47, 201616, 220048, 38679, 68.55, 118500,1895.8,0,1725,2385,13634,1214,159710,143892,61.43,1300,18868,12758,21199,3.00,67,6108,0,0,0,0,0,24290,44557,0.00,71,9896,4858,10400,6.00,12,3807
"MartianC",3.73,4.10,4.00,10.80,1,5,0,1,3,70,7, 16, 133, 7, 0, 13,2,3,54, 121468, 297708, 60376, 107.20, 100672,1767.1,2298,0,8678,1964,4731,12065,31730,18.00,65,4928,0,0,0,0,0,25729,39208,72.00,212,9303,66476,181340,2.40,332,40053,17198,45430,8.67,77,6092
"EternalWar",2.23,5.30,5.20,6.30,3,6,0,0,1,50,7, 22, 98, 6, 1, 13,0,2,45, 127064, 218606, 46855, 38.43, 96887,1681.3,5216,0,9876,0,1721,0,0,0,0,0,0,0,0,0,0,57044,61175,52.00,490,4605,64429,134126,3.33,299,40557,5591,23305,7.00,24,1693
"Go Ms Peach Go",3.31,6.30,4.50,8.60,7,1,1,0,1,50,18, 21, 155, 6, 0, 15,1,2,56, 187089, 179028, 29951, 150.68, 116687,1878.2,12162,1903,1762,0,2955,0,0,0,0,0,20792,25468,67.00,179,2769,131214,109372,58.57,1115,4087,14615,17274,5.00,75,4564,20468,26914,3.00,16,18531
"heiheihei Daddy",4.63,3.00,4.10,16.00,2,1,1,1,5,60,25, 38, 213, 8, 2, 25,2,2,58, 188554, 251447, 89245, 107.65, 125246,2313.7,4744,2398,2283,2899,10813,26533,17682,20.00,205,5753,29706,18901,43.00,136,2785,67829,52276,61.50,413,24329,21081,38948,4.00,97,17842,43405,123640,8.20,163,38536
"High on Chime",5.11,3.80,3.80,15.60,0,0,0,2,8,50,18, 69, 192, 5, 0, 15,3,3,66, 131767, 163242, 43971, 90.55, 116594,2106.9,0,0,0,4612,16457,75578,34097,66.50,444,6966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56189,129145,1.88,125,37005
"RandyC",2.15,3.60,5.30,7.80,1,0,0,7,2,40,3, 12, 162, 8, 3, 14,5,6,45, 191440, 197060, 29991, 60.22, 116639,2112.9,1887,0,0,15710,3532,141226,149711,50.57,1181,17574,0,0,0,0,0,35160,18788,43.00,132,1787,0,0,0,0,0,15054,28561,8.00,79,10630
"MissLT",3.28,6.10,3.90,6.70,0,0,6,4,0,50,19, 28, 144, 11, 2, 16,6,2,53, 197087, 170250, 13361, 97.23, 123418,1950.8,0,11362,0,8146,0,66102,75489,58.50,794,8079,130985,94761,68.83,1119,5282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rusty Sullivan",3.77,5.60,4.30,10.60,1,1,8,0,0,80,2, 9, 110, 12, 2, 18,4,4,55, 206183, 197117, 62666, 120.17, 118497,1778.1,2248,14062,1471,0,0,0,0,0,0,0,179823,141778,64.25,1362,39539,19522,36543,59.00,240,16967,6838,18796,0.00,73,6160,0,0,0,0,0
"SmallPotatoLar",2.44,7.70,6.30,7.70,4,0,0,6,0,40,11, 20, 108, 13, 2, 12,3,3,56, 226182, 212903, 25340, 26.42, 120696,1781.1,6453,0,0,11358,0,136915,129643,58.17,991,19380,0,0,0,0,0,89267,83260,54.50,564,5960,0,0,0,0,0,0,0,0,0,0
