SummonerName,KDA,AvgKills,AvgDeaths,AvgAssists,TOP_played,JUNGLE_played,MID_played,ADC_played,SUPPORT_played,WinRate,VisionWards,WardsKilled,WardsPlaced,TowersKilled,InhibitorKills,DragonsKilled,RiftHeraldKilled,BaronKilled,KillContribution,TotalDamageDealtToChampions,TotalDamageTaken,TotalHeal,CCDuration,GoldEarned,AvgGameLength,topPlayedLength,midPlayedLength,junglePlayedLength,adcPlayedLength,supportPlayedLength,D_ADC,DT_ADC,CS_zeroToTen_ADC,CS_ADC,H_ADC,D_MID,DT_MID,CS_zeroToTen_MID,CS_MID,H_MID,D_TOP,DT_TOP,CS_zeroToTen_TOP,CS_TOP,H_TOP,D_JG,DT_JG,CS_zeroToTen_JG,CS_JG,H_JG,D_SUP,DT_SUP,CS_zeroToTen_SUP,CS_SUP,H_SUP
sanspareil2016,3.16,5.3,3.8,6.7,0,10,0,0,0,70,30,61,126,3,1,9,7,3,55,134670,206917,85123,96.88,103349,1537.2,0,0,15372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134670,206917,6.3,779,85123,0,0,0,0,0
Best Riven NA,4.82,4.7,3.3,11.2,6,2,0,1,1,60,25,29,130,11,0,14,3,8,51,165479,301669,116830,90.03,120050,1799.4,10985,0,3525,1747,1737,5212,33270,25,63,12837,0,0,0,0,0,119098,168345,64.33,1181,48510,33366,78315,12,200,42052,7803,21739,14,49,13431
C9 Meteos,2,3.8,4.6,5.4,1,5,1,1,2,30,18,81,137,10,0,9,2,1,49,119352,214724,52124,68.53,108080,1737,1889,1862,8181,1788,3650,10461,15300,82,237,2713,14097,18955,58,217,1441,16061,19411,77,269,1320,64270,114428,3.4,474,41874,14463,46630,1.5,43,4776
kina,3.17,6.8,4.1,6.2,9,0,0,1,0,70,31,38,142,18,5,12,4,6,54,249060,218699,44804,47.8,140580,1781,16081,0,0,1729,0,33424,15525,79,217,4260,0,0,0,0,0,215636,203174,70.56,2190,40544,0,0,0,0,0,0,0,0,0,0
Izaiya,4.32,7.4,3.8,9,3,5,2,0,0,60,32,53,222,14,1,14,7,6,67,211458,241700,101158,80.03,125326,1831,5074,3493,9743,0,0,0,0,0,0,0,37760,31707,59.5,345,1952,65041,49294,54.67,490,2567,108657,160699,4.2,413,96639,0,0,0,0,0
Piggy Kitten,2.58,4.8,4.8,7.6,0,0,9,0,1,50,21,37,152,8,1,19,8,5,47,166126,202055,34508,34.82,120723,1856.8,0,16838,0,0,1730,0,0,0,0,0,159190,183753,73,1938,33540,0,0,0,0,0,0,0,0,0,0,6936,18302,9,23,968
SE Flamboozle,3.15,3.6,3.3,6.8,0,0,4,5,1,60,16,42,128,17,6,12,4,4,52,120655,125542,25801,24.67,97254,1476.7,0,5280,0,7321,2166,75872,59060,72.2,939,13350,37909,44189,67.5,537,3810,0,0,0,0,0,0,0,0,0,0,6874,22293,2,17,8641
TwistyJuker,1.22,3.8,6.4,4,7,1,2,0,0,20,16,23,123,10,1,12,5,1,45,167545,221866,23340,108.08,103901,1689.7,12272,3409,1216,0,0,0,0,0,0,0,36325,30521,64.5,421,1871,124863,176864,59.71,1266,17077,6357,14481,0,65,4392,0,0,0,0,0
bobqinXD,3.58,5.7,3.8,7.9,4,0,6,0,0,80,32,47,143,12,0,20,1,8,53,193794,240474,38469,69.03,133295,2018,6689,13491,0,0,0,0,0,0,0,0,130400,162027,63.83,1390,26849,63394,78447,59,703,11620,0,0,0,0,0,0,0,0,0,0
Myrna,3.22,6.9,5,9.2,1,8,1,0,0,80,5,44,156,12,3,16,5,4,57,241875,347359,86009,100.12,132462,1868.4,1361,1962,15361,0,0,0,0,0,0,0,27744,30654,78,229,2593,18531,18563,74,173,2993,195600,298142,6.75,747,80423,0,0,0,0,0
HomedogPaws,3.07,4.6,4.1,8,7,2,1,0,0,40,2,25,98,5,0,11,3,3,52,156700,263721,61798,96.18,110803,1793.2,12309,1698,3925,0,0,0,0,0,0,0,11599,19238,50,153,3482,113745,180085,66.29,1267,40553,31356,64398,2,133,17763,0,0,0,0,0
Sun  1,2.54,9.3,6.8,8,0,1,7,2,0,20,7,38,168,12,2,13,1,6,52,314651,268511,42317,40.4,154072,2169.1,0,15443,2137,4111,0,74147,55651,79,468,7357,219482,175207,69.43,1725,27769,0,0,0,0,0,21022,37653,10,90,7191,0,0,0,0,0
t d,2.49,4.5,5.3,8.7,0,4,3,1,2,40,11,32,169,5,1,9,3,3,56,125793,217601,32894,106.9,98352,1713.9,0,5779,7484,920,2956,5697,7454,98,108,1193,57700,59592,72,589,9666,0,0,0,0,0,50030,116118,3.5,204,20269,12366,34437,8,30,1766
Strompest,2.75,6.8,5.5,8.3,2,1,5,2,0,80,12,50,105,24,4,19,4,8,51,234896,271918,39342,146.33,143257,2056.9,4134,10158,2151,4126,0,51049,43503,74.5,424,8051,131713,121448,66.4,1082,9716,35200,68602,58,479,8593,16934,38365,1,115,12982,0,0,0,0,0
